draught,speed,beaufort,consumption,imo
6.0,6.1,4.0,5.237754069305023,345678
6.0,6.1,5.0,6.919550281920411,345678
6.0,6.1,6.0,9.730964699029718,345678
6.0,6.2,4.0,5.32863810986135,345678
6.0,6.2,5.0,7.032755043826416,345678
6.0,6.2,6.0,9.873708095016188,345678
6.0,6.3,3.0,4.527398992210053,345678
6.0,6.3,4.0,5.41954802228221,345678
6.0,6.3,5.0,7.145775710584523,345678
6.0,6.3,6.0,10.015655342821008,345678
6.0,6.4,3.0,4.605256264272676,345678
6.0,6.4,4.0,5.510489412882897,345678
6.0,6.4,5.0,7.258615235810016,345678
6.0,6.4,6.0,10.17902262156499,345678
6.0,6.5,3.0,4.683647670272651,345678
6.0,6.5,4.0,5.601893718417377,345678
6.0,6.5,5.0,7.37167206096919,345678
6.0,6.5,6.0,10.342889556173695,345678
6.0,6.6,3.0,4.760823410373814,345678
6.0,6.6,4.0,5.692069360242596,345678
6.0,6.6,5.0,7.483373139819489,345678
6.0,6.6,6.0,10.505608728049822,345678
6.0,6.7,3.0,4.838550285280654,345678
6.0,6.7,4.0,5.782722489412358,345678
6.0,6.7,5.0,7.595301452541005,345678
6.0,6.7,6.0,10.668769413392752,345678
6.0,6.8,2.0,4.487701145107437,345678
6.0,6.8,3.0,4.915524183968349,345678
6.0,6.8,4.0,5.872593597016483,345678
6.0,6.8,5.0,7.7062882003966235,345678
6.0,6.8,6.0,10.8311960216247,345678
6.0,6.9,2.0,4.557176898640079,345678
6.0,6.9,3.0,4.9917596831507405,345678
6.0,6.9,4.0,5.961697275578855,345678
6.0,6.9,5.0,7.81634802227294,345678
6.0,6.9,6.0,10.992900043975004,345678
6.0,7.0,2.0,4.6272362708745005,345678
6.0,7.0,3.0,5.068571177777049,345678
6.0,7.0,4.0,6.051299469396574,345678
6.0,7.0,5.0,7.926648780385934,345678
6.0,7.0,6.0,11.155064494378797,345678
6.0,7.1,0.0,4.470590313739628,345678
6.0,7.1,1.0,4.523182837702118,345678
6.0,7.1,2.0,4.694368996947962,345678
6.0,7.1,3.0,5.142504694127128,345678
6.0,7.1,4.0,6.138075136860493,345678
6.0,7.1,5.0,8.034126502900333,345678
6.0,7.1,6.0,11.314574890010636,345678
6.0,7.2,0.0,4.533813359085728,345678
6.0,7.2,1.0,4.587671825784365,345678
6.0,7.2,2.0,4.762112537419459,345678
6.0,7.2,3.0,5.217040988301344,345678
6.0,7.2,4.0,6.225375488267573,345678
6.0,7.2,5.0,8.141870156796124,345678
6.0,7.2,6.0,11.474566863819673,345678
6.0,7.3,0.0,4.595736720611004,345678
6.0,7.3,1.0,4.650874996302653,345678
6.0,7.3,2.0,4.828594806417908,345678
6.0,7.3,3.0,5.290338691579232,345678
6.0,7.3,4.0,6.311429436208626,345678
6.0,7.3,5.0,8.248250834692614,345678
6.0,7.3,6.0,11.633379002769738,345678
6.0,7.4,0.0,4.656381558794357,345678
6.0,7.4,1.0,4.712813534839684,345678
6.0,7.4,2.0,4.89383710378517,345678
6.0,7.4,3.0,5.362419458680674,345678
6.0,7.4,4.0,6.396259454468235,345678
6.0,7.4,5.0,8.353292549553318,345678
6.0,7.4,6.0,11.791029064963084,345678
6.0,7.5,0.0,4.717645506275229,345678
6.0,7.5,1.0,4.775381166702339,345678
6.0,7.5,2.0,4.959720653696991,345678
6.0,7.5,3.0,5.435131923658689,345678
6.0,7.5,4.0,6.481640285995875,345678
6.0,7.5,5.0,8.458620960648526,345678
6.0,7.5,6.0,11.953436611735873,345678
6.0,7.6,0.0,4.778029627298815,345678
6.0,7.6,1.0,4.837081934716949,345678
6.0,7.6,2.0,5.024759204150278,345678
6.0,7.6,3.0,5.507015464526166,345678
6.0,7.6,4.0,6.566169708835482,345678
6.0,7.6,5.0,8.562951734270852,345678
6.0,7.6,6.0,12.118203208764932,345678
6.0,7.7,0.0,4.83905071746932,345678
6.0,7.7,1.0,4.899429287709111,345678
6.0,7.7,2.0,5.090455626283522,345678
6.0,7.7,3.0,5.579545631658016,345678
6.0,7.7,4.0,6.651261615891138,345678
6.0,7.7,5.0,8.66757462381872,345678
6.0,7.7,6.0,12.283739356046494,345678
6.0,7.8,0.0,4.901397513438477,345678
6.0,7.8,1.0,4.963110141093396,345678
6.0,7.8,2.0,5.157491266068317,345678
6.0,7.8,3.0,5.653389753951686,345678
6.0,7.8,4.0,6.7375521067638084,345678
6.0,7.8,5.0,8.773063190560912,345678
6.0,7.8,6.0,12.450681154646196,345678
6.0,7.9,0.0,4.965067691232583,345678
6.0,7.9,1.0,5.028121790295742,345678
6.0,7.9,2.0,5.225862477604192,345678
6.0,7.9,3.0,5.728542267810745,345678
6.0,7.9,4.0,6.825031842098003,345678
6.0,7.9,5.0,8.879400921489125,345678
6.0,7.9,6.0,12.61902971896702,345678
6.0,8.0,0.0,5.029382760341095,345678
6.0,8.0,1.0,5.093786974013436,345678
6.0,8.0,2.0,5.294896117684481,345678
6.0,8.0,3.0,5.804341119297398,345678
6.0,8.0,4.0,6.913064252082955,345678
6.0,8.0,5.0,8.986002832201565,345678
6.0,8.0,6.0,12.788161617846184,345678
6.0,8.1,0.0,5.098543273783761,345678
6.0,8.1,1.0,5.164295654646409,345678
6.0,8.1,2.0,5.368749250631449,345678
6.0,8.1,3.0,5.884859565930486,345678
6.0,8.1,4.0,7.005534918694541,345678
6.0,8.1,5.0,9.096378341821914,345678
6.0,8.1,6.0,12.961964027325225,345678
6.0,8.2,0.0,5.168339588508678,345678
6.0,8.2,1.0,5.2354477109030295,345678
6.0,8.2,2.0,5.443251984659672,345678
6.0,8.2,3.0,5.966006030891645,345678
6.0,8.2,4.0,7.098529090118953,345678
6.0,8.2,5.0,9.20696831408874,345678
6.0,8.2,6.0,13.136553951845407,345678
6.0,8.3,0.0,5.242268951748912,345678
6.0,8.3,1.0,5.310731053583438,345678
6.0,8.3,2.0,5.521863496870429,345678
6.0,8.3,3.0,6.051167036967555,345678
6.0,8.3,4.0,7.19527122422198,345678
6.0,8.3,5.0,9.320672992597713,345678
6.0,8.3,6.0,13.315177297885098,345678
6.0,8.4,0.0,5.320314312853255,345678
6.0,8.4,1.0,5.390127678455315,345678
6.0,8.4,2.0,5.604563378758395,345678
6.0,8.4,3.0,6.140317175415531,345678
6.0,8.4,4.0,7.295725997091883,345678
6.0,8.4,5.0,9.437438339991346,345678
6.0,8.4,6.0,13.497834460895694,345678
6.0,8.5,0.0,5.398962149711619,345678
6.0,8.5,1.0,5.470132590460702,345678
6.0,8.5,2.0,5.687873419660604,345678
6.0,8.5,3.0,6.230047055361101,345678
6.0,8.5,4.0,7.39663873768234,345678
6.0,8.5,5.0,9.554320172908314,345678
6.0,8.5,6.0,13.681273587222906,345678
6.0,8.6,0.0,5.487681316439092,345678
6.0,8.6,1.0,5.560187906157615,345678
6.0,8.6,2.0,5.781154018449799,345678
6.0,8.6,3.0,6.329511629914012,345678
6.0,8.6,4.0,7.50670761773503,345678
6.0,8.6,5.0,9.679104577410314,345678
6.0,8.6,6.0,13.874324546282962,345678
6.0,8.7,0.0,5.57695002716396,345678
6.0,8.7,1.0,5.650796722666085,345678
6.0,8.7,2.0,5.874985384697806,345678
6.0,8.7,3.0,6.429487153936702,345678
6.0,8.7,4.0,7.617147284828377,345678
6.0,8.7,5.0,9.803883847907874,345678
6.0,8.7,6.0,14.06814548499627,345678
6.0,8.8,0.0,5.672184340176051,345678
6.0,8.8,1.0,5.74735884499217,345678
6.0,8.8,2.0,5.974718127021642,345678
6.0,8.8,3.0,6.535201535480766,345678
6.0,8.8,4.0,7.73291399644593,345678
6.0,8.8,5.0,9.933072930799714,345678
6.0,8.8,6.0,14.26781023345177,345678
6.0,8.9,0.0,5.773328981422365,345678
6.0,8.9,1.0,5.8498175837001645,345678
6.0,8.9,2.0,6.080292038683907,345678
6.0,8.9,3.0,6.646587385591265,345678
6.0,8.9,4.0,7.853926336038354,345678
6.0,8.9,5.0,10.074422379312912,345678
6.0,8.9,6.0,14.47330421227948,345678
6.0,9.0,0.0,5.874939555966632,345678
6.0,9.0,1.0,5.952743713933201,345678
6.0,9.0,2.0,6.186324509806718,345678
6.0,9.0,3.0,6.7583797957065315,345678
6.0,9.0,4.0,7.9751816217914495,345678
6.0,9.0,5.0,10.229090716235586,345678
6.0,9.0,6.0,14.679546246325822,345678
6.0,9.1,0.0,5.988882871534298,345678
6.0,9.1,1.0,6.067966086378829,345678
6.0,9.1,2.0,6.304530401738418,345678
6.0,9.1,3.0,6.882011211837757,345678
6.0,9.1,4.0,8.10748938504871,345678
6.0,9.1,5.0,10.39562184343699,345678
6.0,9.1,6.0,14.897734289283763,345678
